code,product_name,brands,categories,ingredients_text,quantity
8906117254881,Sunscreen (vitamin C),DR.RASHEL,Sunscreen,"DM Water, Octyl Methoxycinnamate, Octyl Salicylate, C15-19 Alkane, Avobenzone, Cyclopentasiloxane, Cetostearyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, Glycerine, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polyacrylate-13 (and) Polyisobutene (and) Polysorbate 20, Phenoxyethanol and Ethylhexylglycerin, Iso Propyl Myristate, Octyl Dodecanol, Benzophenone - 4, Titanium Dioxide, Xanthan Gum, Butylated Hydroxytoluene, IFRA Certified Allergen Free Perfume, Tocopheryl Acetate, Sodium Ascorbyl Phosphate, Sodium Metabisulfite, Sodium Gluconate, CI No. 15985. Natural ingredients may result in a slight change in color or texture; however, this has no impact on the efficacy of the product. Mfg. & Mktd. By: PP Consumer Private Limited 灰 Office No. 1110 to 1114, 11th Floor, NCP Supremus (Lodha), New Cuffe Parade, Wadala East, Mumbai - 400037, Maharashtra, India. For Consumer Complaints, Query Or Feedback, Please Contact The Above Address. Call Customer Care No.: 022 4891 0602 info@dr.rashel.in www.dr.rashel.in At: Plot No. E-29/6, Additional Patalganga MIDC, Patalganga, Tal. Khalapur, Dist. Raigad-410220. Maharashtra, India.Mfg. LIC. No.: MH/105658A Batch No. 381",100 ml
3574661875255,Ultra Sheer unsichtbares Sonnenschutzfluid,Neutrogena,Sunscreen,"Aqua, Alcohol, Silica, C12-15 Alkyl Benzoate, Diisopropyl Sebacate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Triazone, Aluminum Starch Octenylsuccinate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Diisopropyl Adipate, Isopropyl Palmitate, Niacinamide, Trehalose, Methylene bis-benzotriazolyl tetramethylbutylphenol (nano), Calcium Sodium Borosilicate, Caprylyl Methicone, Glycerin, Hydrogenated Castor Oil, Hydroxyacetophenone, Pentylene Glycol, Dimethicone, Triacontanyl PVP, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Titanium Dioxide, Decyl Glucoside, Cetyl Alcohol, Glyceryl Stearate, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Disodium EDTA, Dimethicone Crosspolymer, Polyacrylate Crosspolymer-6, PEG-75 Stearate, Ceteth-20, Steareth-20, Polysorbate 60, Sorbitan Isostearate, Propylene Glycol, Xanthan Gum",50 ml
3468080009332,Crème protectrice visage et corps,Corine de Farme,Sunscreen,"Aqua, C12-15 Alkyl Benzoate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, 2 Dibutyl Adipate, Dicaprylyl Carbonate, Diethylhexyl Butamido Triazone, Phenylbenzimidazole Sulfonic Acid, Polyglyceryl-6 Stearate, Propylheptyl Caprylate, Hydrogenated Dimer Dilinoleyl/ Dimethylcarbonate Copolymer, Propanediol, Oryza Sativa Starch, Arginine, Pentaerythrityl Distearate, Potassium Cetyl Phosphate, Cocos Nucifera Oil, Parfum, Hydroxyacetophenone, Cetearyl Alcohol, Niacinamide, Hectorite, Sodium Hydroxide, Polyglyceryl-6 Behenate, Hydrogenated Castor /Sebacic Acid Copolymer, Sphingomona Ferment Extract, Squalane, O-Cymen-5-01, Tocopherol, Gardenia Taitensis Flower Extract, Citric Acid, Helianthus Annuus Seed Oil. Monoi de Tahiti 1%.",50ml
0303162074354,Kids Mineral Sunscreen SPF 50,Blue Lizard,Sunscreen,"1,2-Hexanediol, Alumina, Aluminum Stearate, Aphanizomenon Flosaquae Extract, Butyloctyl Salicylate, C12-15 Alkyl Benzoate, Caprylyl Glycol, Cetyl Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Dimethicone, Disodium EDTA, Ethylhexyl Palmitate, Ethylhexyl Stearate, Euphorbia Cerifera (Candelilla) Wax, Glycerin, Hexyl Laurate, Hydroxyacetophenone, Methyl Glucose Dioleate, Octyldodecyl Neopentanoate, PEG-7 Hydrogenated Castor Oil, Polyglyceryl-4 Isostearate, Polyhydroxystearic Acid, Potassium Sorbate, Propanediol, Sodium Benzoate, Tocopherol (Vitamin E), Tocopheryl Acetate, Triethoxycaprylylsilane, Trimethylsiloxysilicate, VP/Hexadecene Copolymer, Water",
0813277012085,SPF 50 mineral sunscreen,babyganics,Sunscreen,"C12-15 alkyl benzoate, caprylic/capric triglyceride, beeswax¹, copernicia cerifera (carnauba) wax¹, neopentyl glycol diethylhexanoate, tribehenin, euphorbia cerifera (candelilla) wax, PPG-3 benzyl ether myristate, hydrogenated dimer dilinoleyl/dimethylcarbonate copolymer, helianthus annuus (sunflower) seed wax, myristyl myristate, stearyl/octadodecyl citrate crosspolymer, simmondsia chinensis (jojoba) seed oil, polyglyceryl-10 pentaoleate, jojoba esters, solanum lycopersicum (tomato) seed oil, helianthus annuus (sunflower) seed oil¹, vaccinium macrocarpon (cranberry) seed oil, nigella sativa (black cumin) seed oil¹, rubus idaeus (raspberry) seed oil, polyhydroxystearic acid, caprylyl glycol, ethylhexylglycerin, silica, alumina",
0810069220604,Mineral Sunscreen Stick SPF 50,Pipette,Sunscreen,"cocos nucifera (coconut) oil, helianthus annuus (sunflower) seed oil, euphorbia cerifera (candelilla) wax, olea europaea (olive) fruit oil, butyloctyl salicylate, copernicia cerifera (carnauba) wax, theobroma cacao (cocoa) seed butter, butyrospermum parkii (shea) butter, oryzanol, squalane, bisabolol, beta-sitosterol, tocopherol, squalene",
0840155604698,Premium Moisturizing Sunscreen Spray SPF 50,Sun Bum,Sunscreen,"Avobenzone 3%, Homosalate 15%, Octisalate 5%, Octocrylene 7%",
0813277012108,SPF 50 Mineral Sunscreen,babyganics,Sunscreen,"water, ethylhexyl palmitate, butyloctyl salicylate, caprylic/capric triglyceride, trimethylpentanediol/adipic acid/glycerin crosspolymer, cetearyl olivate, glycerin, sorbitan olivate, tocopheryl acetate, phenoxyethanol, cetearyl alcohol, isostearyl glucoside, propanediol, alumina, xanthan gum, jojoba esters, 1,2-hexanediol, bisabolol, helianthus annuus (sunficwer) seed oilt, solanum lycopersicum (tomato) seed oil, lecithin, polyhydroxystearic acid, caprylhydroxamic acid, citric acid, isopropyl myristate, isostearic acid, polyglyceryl-3 polyricinoleate, vaccinium macrocarpon (cranberry) seed oil, nigella sativa (black cumin) seed oilt, rubus idaeus (red raspberry) seed oil",
0850062527065,Mineral Sunscreen SPF 50,pipette,Sunscreen,"Water, Caprylic/Capric Triglyceride, VP/Eicosene Copolymer, Copernicia Cerifera (Carnauba) Wax, Glycerin, Cetearyl Alcohol, Cetyl Palmitate, Squalane, Pongamia Pinnata Seed Extract, Bentonite, Coco-Glucoside, Oryza Sativa (Rice) Bran Wax, Sorbitan Olivate, Methylheptylglycerin, Polyhydroxystearic Acid, Xanthan Gum, Caprylhydroxamic Acid, Sodium Gluconate",
0810035921382,SPF 50 Mineral Sunscreen,babyganics,Sunscreen,"butyloctyl salicylate, butyrospermum parkii (shea) buttert, caprylic/capric triglyceride, capryloyl glycine, caprylyl glycol, coco-caprylate, cocos nucifera (coconut) oilt, ethylhexylglycerin, glycerin, helianthus annuus (sunflower) seed oilt, isoamyl laurate, magnesium stearate, magnesium sulfate, nigella sativa seed oilt, polyglyceryl-2 oleate, polyglycan stearate, polyhydroxystearic acid, propanediol, rubus Idaeus (raspberry) seed, sodium phytate, solanum lycopersicum (tomato) seed oil, stearyVoctyldodegr, citrate crosspolymer, undecylenoyl glycine, vaccinium macrocarpon (cranberry seed oil, water",
0810035921351,SPF 50 mineral sunscreen,Babyganics.,Sunscreen,"butyloctyl salicylate, butyrospermum parkii (shea) butter, caprylic/capric triglyceride, capryloyl glycine, caprylyl glycol, coco-caprylate/caprate, coconut oil, ethylhexylglycerin, glycerin, helianthus annuus (sunflower) seed oil, iron oxides, magnesium stearate, magnesium sulfate, nigella sativa seed oil, polyglyceryl-2 stearate, polyhydroxystearic acid, propanediol, rubus idaeus (raspberry) seed oil, sodium phytate, solanum lycopersicum (tomato) seed oil, stearyl/octyldodecyl citrate crosspolymer, undecylenoyl glycine, vaccinium macrocarpon (cranberry) seed oil, water",
0871760001978,Premium Moisturizing Sunscreen Spray SPF 50,Sun Bum,Sunscreen,"alcohol denat. (54%), C12-15 alkyl benzoate, acrylates/octylacrylamide copolymer, dicaprylyl carbonate, PPG-5-ceteth-20, fragrance, tocopherol",6 oz
0681131002493,Baby Sunscreen SPF 50,equate,Sunscreen,"water, cetearyl alcohol, stearyl alcohol, glycerin, acrylates/C12-22 alkyl methacrylate copolymer, cetyl alcohol, carbomer, ceteth-10 phosphate, dicetyl phosphate, coco-glucoside, xanthan gum, disodium EDTA, methyl dihydroabietate, lauryl PEG-8 dimethicone, phenylisopropyl dimethicone, polyglyceryl-3 stearate/isostearate/dimer dilinoleate crosspolymer, sodium ascorbyl phosphate, tocopheryl acetate, aloe barbadensis leaf juice, phenoxyethanol, triethanolamine, propylene glycol, hydroxyacetophenone",
0859871004453,Zinc Oxide 23.4% Sunscreen SPF 50,Thinkkids,Sunscreen,"Purified Water, Caprylic/Capric Triglyceride, Polyglyceryl-4 Isostearate, Glycerin, Hydrogenated Glyceryl Abietate, Cetyl Dimethicone, Sorbitan Sesquioleate, Magnesium Sulfate, Tocopherol, Sodium Hyaluronate, Helianthus Annuus (Sunflower) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Olea Europaea (Olive) Fruit Oil, Citrus Paradisi (Grapefruit) Seed Oil, Vaccinium Macrocarpon (Cranberry) Seed Oil, Rubus Idaeus (Raspberry) Seed Oil, Carica Papaya (Papaya) Fruit Extract, Hydrogenated Castor Oil, Caprylhydroxamic Acid, Triethoxycaprylylsilane, Glyceryl Caprylate, Natural Fragrance Oil",
0840155604704,Premium Moisturizing Sunscreen Spray Broad Spectrum SPF 50,Sun Bum,Sunscreen,"Avobenzone 3%, Homosalate 15%, Octisalate 5%, Octocrylene 7%, alcohol denat. (54%), C12-15 alkyl benzoate, acrylates/octylacrylamide copolymer, dicaprylyl carbonate, PPG-5-ceteth-20, fragrance, tocopherol",5 oz
0813277012078,SPF 50 mineral sunscreen,Babyganics,Sunscreen,"water, isododecane, caprylic/capric triglyceride, C12-15 alkyl benzoate, neopentyl glycol diheptanoate, shea butter ethyl esters, carthamus tinctorius (safflower) seed oil, C30-38 olefin/isopropyl maleate/MA copolymer, butyloctyl salicylate, coco-glucoside, cetearyl alcohol, cetearyl glucoside, cetearyl olivate, sorbitan olivate, ethylhexylglycerin, simmondsia chinensis (jojoba) seed oil', sodium hydroxide, chlorphenesin, xanthan gum, tocopherol, glycerin', sodium phytate, helianthus annuus (sunflower) seed oil, solanum lycopersicum (tomato) seed oil, vaccinium macrocarpon (cranberry) seed oil, nigella sativa (black cumin) seed oil*, rubus idaeus (raspberry) seed oil, citric acid",
0871760000445,Premium Moisturizing Sunscreen Lotion SPF 30,Sun Bum,Sunscreen,"water, butyloctyl salicylate, hydrated silica, VP/hexadecene copolymer, styrene/acrylates copolymer, dimethicone, polyester-8, caprylyl methicone, ethylhexyl stearate, trideceth-6, glyceryl stearate, PEG-100 stearate, fragrance, sodium polyacrylate, behenyl alcohol, dimethyl capramide, ethylhexylglycerin, trimethylsiloxysilicate, xanthan gum, polyaminopropyl biguanide, tocopheryl acetate, BHT, disodium EDTA, methylisothiazolinone",
0072140036096,Mineral Sunscreen SPF 30,Native,Sunscreen,"water, caprylic/capric triglyceride, coconut alkanes, glycerin, cetearyl alcohol, coco-glucoside, arachidyl alcohol, behenyl alcohol, arachidyl glucoside, polyhydroxystearic acid, benzyl alcohol, xanthan gum, coco-caprylate/caprate, tocopherol, helianthus annuus (sunflower) seed oil",
0075486112110,Mineral Skin Nourishing Milk SPF 30,Hawaiian Tropic,Sunscreen,"Water, C12-15 Alkyl Benzoate, Glycerin, Caprylic/Capric Triglyceride, Cetyl PEG/PPG-10/1 Dimethicone, Dimethicone, Lauryl PEG-8 Dimethicone, VP/Eicosene Copolymer, Sodium Chloride, Cocos Nucifera (Coconut) Oil, Alcohol Denat., Polyhydroxystearic Acid, Glyceryl Stearate, Phenoxyethanol, Disteardimonium Bentonite, Caprylyl Glycol, Fragrance, Alumina, Propylene Carbonate, Aleurites Moluccanus Seed Oil, Ethylhexylglycerin, Triethoxycaprylylsilane, Morinda Citrifolia, Psidium Guajava Fruit Extract, Plumeria Acutifolia Flower Extract, Passiflora Incarnata Fruit Extract, Mangifera Indica (Mango) Fruit Extract, Carica Papaya) Fruit Extract, Iron Oxides",
3337875945738,CeraVe SPF50 Invisible Hydrating Sunscreen,CeraVe,"Sunscreen, nl:Gezicht zonnebrand, nl:Verzorging, nl:Zonnebrand, nl:Zonnecrème gezicht",,177ml
0860121000408,Moisturizing Sunscreen Lotion For Face and Body 30,Black Girl Sunscreen,Sunscreen,"Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Acrylates/C12-22 Alkyl Methacrylate Copolymer, Aloe Barbadensis Leaf Juice, Capryloyl Glycine, Carbomer, Daucus Carota Sativa (Carrot) Seed Oil, Disodium EDTA, Ethylhexylglycerin, Helianthus Annuus (Sunflower) Seed Oil, Hydroxypropyl Methylcellulose, Isopropylphthalimide, Myristoyl Methylalanine, Persea Gratissima (Avocado) Oil, Phenoxyethanol, Propylene Glycol, Simmondsia Chinensis (Jojoba) Seed Oil, Sodium Hydroxide, Sorbitan Oleate, Theobroma Cacao (Cocoa) Seed Butter, Tocopheryl Acetate, Water",
3662361002146,SVR Spray Sun Secure SPF 50+,SVR,Sunscreen,"WATER, DICAPRYLYL ETHER, DIISOPROPYL ADIPATE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, ETHYLHEXYL TRIAZONE, C12-15 ALKYL BENZOATE, BIS - ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, DIETHYLHEXYL BUTAMIDO TRIAZONE, SILICA, BEHENETH-25, PROPANEDIOL, PENTYLENE GLYCOL, ACRYLATES/C12-22 ALKYL METHACRYLATE COPOLYMER, HYDROGENATED VEGETABLE OIL, NIACINAMIDE, CETEARYL ALCOHOL, POLYESTER-7, COCO-GLUCOSIDE, MICROCRYSTALLINE CELLULOSE, NEOPENTYL GLYCOL DIHEPTANOATE, PARFUM (FRAGRANCE), 1,2-HEXANEDIOL, CAPRYLYL GLYCOL, GLYCERIN, ARGININE, CITRIC ACID, TOCOPHEROL, CELLULOSE GUM, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, DISODIUM LAURYL SULFOSUCCINATE, GLYCINE SOJA (SOYBEAN) OIL, LECITHIN, POLYSORBATE 60, SORBITAN ISOSTEARATE, LEPIDIUM SATIVUM SPROUT EXTRACT",200ml
0075486091125,Sunscreen Clear Spray Weightless Hydration SPF 30,Hawaiian Tropic,"Sunscreen, Spray Sunscreens","Alcohol Denat., Isobutane, Isododecane, Dicaprylyl Ether, Acrylates/Dimethicone, VA/Butyl Maleate/Isobornyl Acrylate Copolymer, Fragrance, Hydroxypropylcellulose, Mineral Oil, Tocopheryl Acetate, Avena Sativa (Oat) Kernel Oil, Panthenol, Water, Carica Papaya (Papaya) Fruit Extract, Mangifera Indica (Mango) Fruit Extract, Passiflora Incarnata Fruit Extract, Plumeria Acutifolia Flower Extract, Psidium Guajava Fruit Extract, Aloe Barbadensis Leaf Extract",NET WT 6 OZ (170 g)
4068134179791,Transparentes Sonnenspray,Sun Ozon,Sunscreen,"Alcohol Denat., C12-15 Alkyl Benzoate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Salicylate, Dicaprylyl Ether, Diethylhexyl Butamido Triazone, Ethylhexyl Triazone, Ethylhexyl Stearate, Isopropyl Palmitate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butyl Methoxydibenzoylmethane, Phenylbenzimidazole Sulfonic Acid, Glycerin, Aqua, Amino Methylisobutanol, Parfum, Tocopheryl Acetate, Caprylyl Glycol, Linalyl Acetate, Camphor, Tetramethyl Acetyloctahydronaphthalenes, Amyl Salicylate, Geranyl Acetate, Eugenyl Acetate, Terpineol.",200 ml
4305615827452,sonnendspray,Sun Ozon,Sunscreen,"Alcohol Denat., C12-15 Alkyl Benzoate, Isopropyl Palmitate, Glycerin, Ethylhexyl Stearate, Butyl Methoxydibenzoylmethane, Ethylhexyl Triazone, Ethylhexyl Salicylate, Aqua, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Parfum, Tocopheryl Acetate, Phenylbenzimidazole Sulfonic Acid, Aminomethyl Propanol.",200 ml
3600551156699,Crème anti-taches - vitamine c + niacinamide,"LASCAD, Mixa","Body creams, Sunscreen, ar:كريمات-مرطبة, Anti-wrinkles creams, fr:Crème anti taches, fr:Niacimide, fr:Spf 20, fr:Vitamine c","AQUA / WATER, GLYCERIN, ETHYLHEXYL SALICYLATE, NIACINAMIDE, DIMETHICONE, ISOPROPYL MYRISTATE, PENTYLENE GLYCOL, C12-15 ALKYL BENZOATE, OCTYLDODECANOL, ISOPROPYL ISOSTEARATE, SQUALANE, BEHENYL ALCOHOL, PHENYLBENZIMIDAZOLE SULFONIC ACID, AMMONIUM POLYACRYLOYLDIMETHYL TAURATE, ETHYLHEXYL TRIAZONE, BUTYL METHOXYDIBENZOYLMETHANE, STEARIC ACID, TITANIUM DIOXIDE [NANO] / TITANIUM DIOXIDE, CARBOMER, DIMETHICONOL, CETEARYL ALCOHOL, CETEARYL, GLUCOSIDE, PEG-100 STEARATE, SODIUM HYDROXIDE, MYRISTIC ACID, PALMITIC ACID, ALUMINA, ASCORBYL GLUCOSIDE, AMMONIUM ACRYLOYLDIMETHYLTAURATE/STEARETH-25 METHACRYLATE, CROSSPOLYMER, BORON NITRIDE, DISODIUM STEAROYL GLUTAMATE, HYDROXYACETOPHENONE, CAPRYLOYL SALICYLIC ACID, CAPRYLYL GLYCOL, CITRIC ACID, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, PANTHENOL, CETYL ALCOHOL, TOCOPHERYL ACETATE, PARFUM",50ml
3760209542356,Spray protection et bronzage,ParaSol,Sunscreen,"AQUA, ISOPROPYL MYRISTATE, GLYCERIN, ETHYLHEXYL TRIAZONE, SUCROSE STEARATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, C12-15 ALKYL BENZOATE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, SUCROSE DISTEARATE, ISOSORBIDE, Capryloyl/Capryloyl Leucine Isosorbide Esters, DIETHYLHEXYL BUTAMIDO TRIAZONE, CALENDULA OFFICINALIS FLOWER EXTRACT, TOCOPHERYL ACETATE, BETA CAROTENE, CAFFEINE, CETEARYL ALCOHOL, PENTYLENE GLYCOL, XANTHAN GUM, SODIUM GLUCONATE, PHENYLPROPANOL, CAPRYLYL GLYCOL, DEHYDROACETIC ACID, CITRIC ACID, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, DILAURYL THIODIPROPIONATE, PARFUM.",200ml
8809576261592,centella sun cream,Skin1004,"Sunscreen, non-food-products, open-beauty-facts","Water, Dibutyl Adipate, Propanediol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polymethylsilsesquioxane, Ethylhexyl Triazone, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Niacinamide, Coco-Caprylate/Caprate, Caprylyl Methicone, Diethylhexyl Butamido Triazone, Glycerin, 1,2-Hexanediol, Butylene Glycol, Centella Asiatica Extract, Betula Platyphylla Japonica Bark Extract, Ginkgo Biloba Leaf Extract, Camellia Sinensis Leaf Extract, Triticum Vulgare Sprout Extract, Medicago Sativa Extract, Brassica Oleracea Italica Sprout Extract, Eruca Sativa Leaf Extract, Camellia Japonica Leaf Extract, Sodium Hyaluronate, Behenyl Alcohol, Poly C10-30 Alkyl Acrylate, Polyglyceryl-3 Methylglucose Distearate, Decyl Glucoside, Tromethamine, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Stearoyl Glutamate, Polyacrylate Crosspolymer-6, Adenosine, Xanthan Gum, T-Butyl Alcohol, Tocopherol, Hydrolyzed Hyaluronic Acid, Inositol, Hyaluronic Acid, Pentylene Glycol, Ethylhexylglycerin",50ml
5099821001810,Glowing Protection 15 SPF Lotion,Hawaiian Tropic,Sunscreen,"Aqua, Glycerin, Octocrylene, Ethylhexyl Salicylate, C12-15 Alkyl Benzoate, Alcohol Denat., Butyl Methoxydibenzoylmethane, Dibutyl Adipate, VP/Eicosene Copolymer, Cetearyl Alcohol, Phenoxyethanol, Parfum, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Glyceryl Stearate, Phenylbenzimidazole Sulfonic Acid, Tocopheryl Acetate, Sodium Stearoyl Glutamate, Xanthan Gum, Sodium Hydroxide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Butyrospermum Parkii Butter, Sodium Ascorbyl Phosphate, Disodium EDTA, Hexyl Cinnamal, Linalool, Methyl Salicylate, Carica Papaya Fruit Al Amarillo Extract, Mangifera Indica Fruit Extract, Passiflora Incarnata Fruit Extract, Plumeria Acutifolia Flower Extract, Psidium Guajava Fruit Extract.",180ml
0086800078487,Ultra Sheer Dry-Touch Sunscreen,Neutrogena,Facial sunscreens,"Active ingredients:
 Avobenzone (3%), Homosalate (15%), Octisalate (5%), Octocrylene (10%) 

Inactive ingredients:
Water, Ethylhexyl Methoxycrylene, Styrene/Acrylates Copolymer, Copernicia Cerifera (Camauba) Wax Hydrogenated Castor Oil, Silica, Triacontanyl PVP, Potassium Cetyl Phosphate, Caprylyl Methicone, Aluminum Starch Octenylsuccinate, Glyceryl Stearate, PEG-100 Stearate, Cetyl Dimethicone, Dimethicone, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Acrylates/Dimethicone Copolymer, Xanthan Gum, Chlorphenesin, Sodium Polyacrylate, Hydrolyzed Jojoba Esters, Disodium EDTA, Ethylhexyl Stearate, Tocopheryl Acetate, Jojoba Esters, Trideceth-6, Chrysanthemum Parthenium (Feverfew) Flower/Leaf/Stem Juice Treez",3.0 oz.   (88 mL)
8051772485757,Trattamento riparatore doposole,Biopoint,Sunscreen,"Ingredients: Aqua, Cetearyl Alcohol, Steartrimonium Chloride, Hydrolyzed Col lagen, Vitis Vinifera Seed Oil, Parfum, Isopropyl Alcohol, Lauryl Alcohol, Po - lyquaternium-28, Myristyl Alcohol, Tocopheryl Acetate, Phenoxyethanol, Sodium Benzoate, Ethylhexylglycerin, Citrus Aurantium Peel Oil, Hexamethylindanopy - ran, Linalyl Acetate, Limonene, Linalool. 150 ml e TUBO | TAPPO TUBE 12M 25",150 ml
3282770396317,Spray Enfant 50+ Très Haute Protection,Avène,Sunscreen,AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. COCO-CAPRYLATE/CAPRATE DISOPROPYL ADIPATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). BIS-ETHYLHEXY-LOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE. GLYCERIN. BUTYL METHOXYDIBENZOYLMETHANE. DECYL GLUCOSIDE. BENZOIC ACID. BUTYLENE GLYCOL. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. DISODIUM EDTA. HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL (HELIANTHUS SEED OIL).  HYDROXYCAPRIC ACID. LAURYL GLUCOSIDE OXOTHIAZOLIDINE. PROPYLENE GLYCOL. SODIUM BENZOATE. SODIUM CITRATE. SODIUM LAURYL GLUCOSE CARBOXYLATE. SORBIC ACID. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. XANTHAN GUM.,200 ml
3606000612655,Facial Moisturizing Lotion AM Lightweight SPF 50,Cerave,Facial sunscreens,"Homosalate 8%, Zinc oxide 7%, Octisalate 5%, Octocrylene 5%. Inactive ingredients: Aqua, Glycerin, Dimethicone, Propanediol, Butyloctyl salicylate, Steareth-20, Cellulose, Niacinamide, Ethylhexyl methoxycrylene, Steareth-2, Glycine soja (soybean) oil, Tocopherol, Ammonium polyacryloyldimethyl taurate, Hydroxyacetophenone, Polyhydroxystearic acid, Oryza sativa (rice) bran wax, C12-22 alkyl acrylate/hydroxyethylacrylate copolymer, Caprylyl glycol, Chlorphenesin, Hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer, Triethoxycaprylylsilane, Trisodium ethylenediamine disuccinate, Sodium hyaluronate, Sodium lauroyl lactylate, Cetearyl alcohol, Behentrimonium methosulfate, Sorbitan isostearate, Polysorbate 60, Ceramide NP, Triethyl citrate, Ceramide AP, Phytosphingosine, Cholesterol, Carbomer, Xanthan gum, Benzoic acid, Ceramide EOP.",89 ml
8017331052204,Prep dermoprotettivo50 SPF,Latte solare,Sunscreen,,200 ml
7630028634173,Protect Sun Milk,Sun Look,Sunscreen,"Aqua, Dibutyl Adipate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Glycerin, Ethylhexyl Salicylate, Ethylhexyl Triazone, Bis-Diglyceryl Polyacyladipate-2, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Potassium Cetyl Phosphate, Stearyl Alcohol, Caprylic/Capric Triglyceride, Oryza Sativa Bran Cera, Phenylbenzimidazole Sulfonic Acid, Propylheptyl Caprylate, Pentylene Glycol, Parfum, Aminomethyl Propanol, Panthenol, Bis-Ethylhexyl Hydroxydimethoxy Benzylmalonate, Hydroxyacetophenone, Tocopheryl Acetate, Caprylyl Glycol, Sodium Cetearyl Sulfate, Acacia Senegal Gum, Microcrystalline Cellulose, Xanthan Gum, Cellulose Gum, Trisodium Ethylenediamine Disuccinate, Anise Alcohol, Opuntia Ficus-Indica Stem Extract, Phenoxyethanol, Tocopherol",200 ml
